INFOS FHD,#genre#
RU DOCUMENTAIRE,#genre#
##### RU DOCUMENTAIRE #####,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/1307386
RU| ANIMAL PLANET,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132414
RU| ANIMAL PLANET HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132410
RU| ANIMAL FAMILY HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132413
RU| DISCOVERY CHANNEL,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132463
RU| DISCOVERY CHANNEL HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132464
RU| DISCOVERY SCIENCE,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132465
RU| DISCOVERY SCIENCE HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132451
RU| DISCOVERY SHOWCASE HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132452
RU| DISCOVERY DTX,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300743
RU| DISCOVERY ID XTRA HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300744
RU| ID INVESTIGATION DISCOVERY,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132516
RU| ДИКАЯ ОХОТА HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132461
RU| ДИКАЯ РЫБАЛКА HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132462
RU| ОХОТА И РЫБАЛКА ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132636
RU| ОХОТНИК И РЫБОЛОВ HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132637
RU| ЕДА HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132479
RU| ГЛАЗАМИ ТУРИСТА ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132504
RU| GLAZELLA HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132505
RU| ИСТОРИЯ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132513
RU| ИСТОРИЯ HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132509
RU| ИСТОРИЯ 2 HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/898806
RU| HOLLYWOOD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132514
RU| ICONCERTS,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132804
RU| ICONCERTS,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/301029
RU| ID XTRA,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132517
RU| ИЛЛЮЗИОН ПЛЮС ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132518
RU| ЖИВИ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132523
RU| КРИК ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132546
RU| КУХНЯ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132548
RU| КУХНЯ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132549
RU| NAT GEO WILD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132610
RU| NAT GEO WILD HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132626
RU| NATIONAL GEOGRAPHIC,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132611
RU| NATIONAL GEOGRAPHIC HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132627
RU| VIASAT NATURE,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132779
RU| VIASAT NATURE/HISTORY HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/1148928
RU| НАУКА 2.0,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132628
RU| НСТ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132618
RU| ОРУЖИЕ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132633
RU| ПРАВО,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132650
RU| TRAVEL,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132745
RU| TRAVEL HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132762
RU| TRAVEL ADVENTURE,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132761
RU| TRAVEL+ADVENTURE HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132763
RU| ЗАГОРОДНАЯ ЖИЗНЬ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132798
RU| ЗАГОРОДНАЯ ЖИЗНЬ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132793
RU| ЗАГОРОДНАЯ ЖИЗНЬ HD INT,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/301025
RU| ZAGORODNIY,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/301024
RU| VIASAT EXPLORE,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132772
RU| VIASAT EXPLORE HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/301004
RU| VIASAT HISTORY,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132775
RU| VIASAT HISTORY HD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132776
RU| ЗООПАРК ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/132796
RU| 24 TECHNO,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300696
RU| ДОМАШНИЕ ЖИВОТНЫЕ ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300749
RU| FOOD NETWORK,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300777
RU| FOOD NETWORK,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/1148934
RU| LUXURI WORLD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300831
RU| ПЕРВЫЙ АВТОМОБИЛЬНЫЙ УКР,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300912
RU| ПЕРВЫЙ ОБРАЗОВАТЕЛЬНЫЙ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300909
RU| RETRO TV,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300920
RU| SUPER,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/300958
RU| USADBA TV,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/301000
RU| ДИАЛОГИ О РЫБАЛКЕ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/1148935
RU| MUSEUM FHD,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/1148933
RU| ВОПРОСЫ И ОТВЕТЫ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/301016
RU| МОЯ ПЛАНЕТА ТВ,http://tr.simotvgold.com:80/57f85203e9/85d9faf1be/1148914
